S	𐍃		SAUIL	Sonne:Il!
T	𐍄		TEIWS	Tius~Zeus,Dorn
T 𐍊		TAU 1000 Ͳ (Ϡ) ... LOL  '900' TAU+CENT=1000 lololol 
U	𐌿		URUS	aurochs/Bär?
V	𐍁		SV/CH? NINETY ч ivkluчe inkluse
W	𐍅		WINJA↔𐌾 Weinen/Wiese
X	𐍇		IGGWS Igni Ingo ≠ Inge ᛜᛝŋ ≠ Nyx ♀ Hexer ---
Z	𐌶		IUJA? Ziege?
þ 𐌸		THIUTH	thyth þiuþ "good" GOD, Zeus süß?↔ Thor þaurn "thorn" Storm? Xeno!
ⲩ 𐍉		OTHAL	ESCH-Tal vs Ur-Tal Ocean~Abyys:Naun


Letter 	Translit. 	Compare 	Gothic name 	PGmc rune name 	IPA 	Numeric value 	XML entity
𐌰 	a 	Α 	aza < ans "god" or asks "ash" 	*ansuz 	/a, aː/ 	1 	&#x10330;
𐌱 	b 	Β 	bercna < *bairka "birch" 	*berkanan 	/b/ [b, β] 	2 	&#x10331;
𐌲 	g 	Γ 	geuua < giba "gift" 	*gebō 	/ɡ/ [ɡ, ɣ, x]; /n/ [ŋ] 	3 	&#x10332;
𐌳 	d 	Δ 	daaz < dags "day" 	*dagaz 	/d/ [d, ð] 	4 	&#x10333;
𐌴 	e 	Ε 	eyz < aiƕs "horse" or eivs "yew" 	*eihwaz 	/eː/ 	5 	&#x10334;
𐌵 	q 	(Ϛ), ϰ 	quetra < *qairþra ? or quairna "millstone" 	(see *perþō) 	/kʷ/ 	6 	&#x10335;
𐌶 	z 	Ζ 	ezec < ezec[6] (?) 	(see *algiz) 	/z/ 	7 	&#x10336;
𐌷 	h 	Η 	haal < *hagal or *hagls "hail" 	*haglaz 	/h/, /x/ 	8 	&#x10337;
𐌸 	þ (th) 	Φ, Ψ 	thyth < þiuþ "good" or þaurnus "thorn" 	*thurisaz 	/θ/ 	9 	&#x10338;
𐌹 	i 	Ι 	iiz < *eis "ice" 	*īsaz 	/i/ 	10 	&#x10339;
𐌺 	k 	Κ 	chozma < *kusma or kōnja "pine sap" 	*kaunan 	/k/ 	20 	&#x1033A;
𐌻 	l 	Λ 	laaz < *lagus "sea, lake" 	*laguz 	/l/ 	30 	&#x1033B;
𐌼 	m 	Μ 	manna < manna "man" 	*mannaz 	/m/ 	40 	&#x1033C;
𐌽 	n 	Ν 	noicz < nauþs "need" 	*naudiz 	/n/ 	50 	&#x1033D;
𐌾 	j 	G, ᛃ 	gaar < jēr "year" 	*jēran 	/j/ 	60 	&#x1033E;
𐌿 	u 	ᚢ 	uraz < *ūrus "aurochs" 	*ūruz 	/ʊ/, /uː/ 	70 	&#x1033F;
𐍀 	p 	Π 	pertra < *pairþa ? 	*perþō 	/p/ 	80 	&#x10340;
𐍁 		Ϙ 				90 	&#x10341;
𐍂 	r 	R 	reda < *raida "wagon" 	*raidō 	/r/ 	100 	&#x10342;
𐍃 	s 	S, Σ 	sugil < sauïl or sōjil "sun" 	*sôwilô 	/s/ 	200 	&#x10343;
𐍄 	t 	Τ 	tyz < *tius "the god Týr" 	*tīwaz 	/t/ 	300 	&#x10344;
𐍅 	w 	Υ 	uuinne < vinja "field, pasture" or vinna "pain" 	*wunjō 	/w, y/ 	400 	&#x10345;
𐍆 	f 	Ϝ, F 	fe < faihu "cattle, wealth" 	*fehu 	/f/ 	500 	&#x10346;
𐍇 	x 	Χ 	enguz < *iggus or *iggvs "the god Yngvi" 	*ingwaz 	/x/? 	600 	&#x10347;
𐍈 	ƕ (hw) 	Θ 	uuaer < *ƕair "kettle" 	- 	/hʷ/ 	700 	&#x10348;
𐍉 	o 	Ω, Ο, ᛟ 	utal < *ōþal "ancestral land" 	*ōþala 	/oː/ 	800 	&#x10349;
𐍊 		Ͳ (Ϡ) 	


𐌸 : piesacken <> þ Dorn?

включени
