 No. 	English 	Khmer Phonetic Transcription 		PIE? Only lonewords!		
98	to blow 	ផាត់ (wind), ផ្លុំ (mouth) 	pʰat, plom	pust, p… ONO		
99	to breathe 	ដកដង្ហើម 	dɑɑk dɑŋhaəm			
100	to laugh 	សើច 	saǝc			
101	to see 	ឃើញ 	kʰəəɲ			
102	to hear 	ឮ 	lɨɨ			
103	to know 	ចេះ 	ceh			
104	to think 	គិត 	kɨt			
105	smell 	ក្លិន 	klən			
106	to fear 	ក្រែង 	kraeŋ	cringe		
107	to sleep 	ដេក 	deɛk			
108	to live 	រស់ 	rʊəh	ruhat@Sans		
109	to die 	តាយ 	taay	die		
110	to kill 	សម្លាប់ 	sɑmlap			
111	to fight 	ជល់ 	cʊəl	duel		
112	to hunt 	"បាញ់សត្វ (lit. ""shoot animals"") "	baɲ sat			
113	to hit 	ជល់ 	viey			
114	to cut 	កាប់ 	kap	cap		
115	to split 	ពុះ 	puh			
116	to stab 	ចាក់ 	cak			
117	to scratch 	កេះ 	keh			
118	to dig 	ជីក 	ciik			
119	to swim 	ហែល 	hael			
120	to fly 	ហើរ 	haǝ			
121	to walk 	ដើរ 	daə			
122	to come 	មក 	mɔɔk			
123	to lie (as in a bed) 	ដេក 	deɛk			
124	to sit 	អង្គុយ 	ʔɑŋkuy			
125	to stand 	ឈរ 	cʰɔɔ			
126	to turn (intransitive) 	ងាក 	ŋiek			
127	to fall 	ដួល (collapse), ចុះ (descend) 	duəl, coh			
128	to give 	ឲ្យ 	ʔaoy			
129	to hold 	កាន់ 	kan			
130	to squeeze 	រឹត 	rɨt			
131	to rub 	ខាត់ 	kʰat			
132	to wash 	កក់ 	kɑk	--		
133	to wipe 	ជូត 	cuut	--		
134	to pull 	ដក 	dɑɑ			
135	to push 	រុញ 	ruɲ			
136	to throw 	ចោល 	caol			
137	to tie 	ចង 	cɑɑŋ			
138	to sew 	ដេរ 	dee	~		
139	to count 	រាប់ 	roap			
140	to say 	ថា 	tʰaa	~		
141	to sing 	ច្រៀង 	crieŋ	cryen ;)		
142	to play 	លេង 	leiŋ	p.layn		
143	to float 	អណ្ដែត 	ʔɑndaet			
144	to flow 	ហូរ 	hoo	~		
145	to freeze 	កក (frozen) 	kɑɑk	@kar	+	
146	to swell 	ប៉ោង 	paoŋ			
147	sun 	ថ្ងៃ 	tŋay	> sunny –		
148	moon 	ខែ 	kʰae	---		
149	star 	ផ្កាយ 	pkaay	spuk.nik		
150	water 	ទឹក 	tɨk	----		
151	rain 	ភ្លៀង 	plieŋ	pleu		
152	river 	ទន្លេ 	tʊənlee			
153	lake 	បឹង 	bəŋ	--- pana=water		
154	sea 	សមុទ្រ (Sanskrit) 	saʔmot	Sea-Marta	🗸 +++	<<<
155	salt 	អំបិល 	ʔɑmbǝl			
156	stone 	ថ្ម 	tmɑɑ	---		
157	sand 	ខ្សាច់ 	ksac	@kasac ?		
158	dust 	ធូលី (Sanskrit) 	tʰuulii	~?	🗸?	
159	earth 	ដី 	dəy	---		
160	cloud 	ពពក 	pɔpɔɔk			
161	fog 	អ័ភ្រ 	ʔap			
162	sky 	មេឃ (Sanskrit) 	meek		🗸?	
163	wind 	ខ្យល់ 	kyɑl, kcɑl	---		
164	snow 	ហិមៈ (Sanskrit) 	heʔmeaʔ	Himalaya	🗸	
165	ice 	ទឹកកក 	tɨk kɑɑ kɑɑ	;) kar	+	
166	smoke 	ផ្សែង 	psaeŋ			
167	fire 	ភ្លើង 	pləəŋ	---		
168	ash 	កំញម 	kɑmɲɑɑm			
169	to burn 	ឆេះ 	cʰeh			
170	road 	ផ្លូវ 	pləv	p.lue		
171	mountain 	ភ្នំ 	pnum	p.moun		
172	red 	ក្រហម 	krɑhɑɑm	kir		
173	green 	បៃតង 	bay tɑɑŋ			
174	yellow 	លឿង 	lɨəŋ			
175	white 	ស 	sɑɑ	savet		
176	black 	ខ្មៅ 	kmav	Khm!	🗸	
177	night 	យប់ 	yup			
178	day 	ថ្ងៃ 	tŋay			
179	year 	ឆ្នាំ 	cnam			
180	warm 	ក្ដៅ (hot) 	kdav			
181	cold 	ត្រជាក់ 	trɑceak			
182	full 	ពេញ 	pɨɲ			
183	new 	ថ្មី 	tməy			
184	old 	ចាស់ 	cah			
185	good 	ល្អ 	lʔɑɑ			
186	bad 	អាក្រក់ 	ʔaakrɑk			
187	rotten 	រលួយ, កំពុក 	rɔluəy, kɑmpuk			
188	dirty 	ប្រឡូស 	prɑlooh			
189	straight 	ត្រង់ 	trɑŋ			
190	round 	មូល 	muul			
191	sharp (as a knife) 	មុត 	mut			
192	dull (as a knife) 	រឹល 	rɨl			
193	smooth 	រាប 	riep			
194	wet 	ទទឹក 	tɔtɨk			
195	dry 	ក្រៀម 	kriəm			
196	correct 	មែន 	mɛɛn			
197	near 	ជិត 	cɨt	Zu site sat=together	?🗸	
198	far 	ឆ្ងាយ 	cŋaay			
199	right 	ស្ដាំ 	sdam	sadam;)		
200	left 	ឆ្វេង 	cveeŋ			
201	at 	នៅ (to be at) 	nɨv	nah		
202	in 	ក្នុង 	knoŋ			
203	with 	ជាមួយ 	cie muə yɔɔ	con, mit, y < with	++	
204	and 	និង 	nɨŋ	un’		
205	if 	បើ 	baə	falls, wenn  𓇋𓂋	++	
206	because 	ពីព្រោះ 	pii prʊəh			
207	name 	ឈ្មោះ 	cmʊəh 			
